GroupID,Count,Records
681,3,"flynn cresp (nambucc a street, sandy bay, 2768) | flynn cres (nambucca street, sandy bay, 2768) | flynn crdsp (nambucca street, sandy bay, 2786)"
682,2,"jaykob clarke (mileham st reet, daby, 2107) | jaykob clarke (mileham street, dalby, 2170)"
683,1,"mason caitlin (oakey creek road, newstead, 3035)"
684,3,"jade browne (noble clse, avoca, 3180) | jade browne (noble close, avoca, 3180) | jade brownw (noble close, avoca, 3180)"
685,3,"nan nan (nan, riverwood, 3749) | nan eglinton (currie crescent, riverwood, 3749) | nan eglinton (curriecrescent, riverwood, 3749)"
686,3,"joshua harbottle (mainwaring rich circuit, belmont, 5098) | noah harbottle (mainwaring rivch circuit, belmont, 5098) | fergus harbottle (mainwaring rich circuit, belmont, 5098)"
687,3,"rosa prar (nicholson crescent, mountf evelyn, 2200) | parr rosa (nicholson crescent, mount evelyn, 2200) | rosa parr (nicholson crescent, mount evelyn, 2200)"
688,2,"beau tongyode (dingo flats, gray, 3620) | be au tongyode (dingo flats, grya, 3620)"
689,4,"karla rump (hilder street, normanhurst, 3219) | karla rump (hilder street, normanhurst, 3219) | karla rump (hilder street, normanhurst, 3219) | karla rump (hilder street, normabhurst, 3219)"
690,3,"zachary owerko (bendigo street, maclean, 2756) | zachary owerko (bendigo ttreet, maclean, 2756) | zachary owerko (bendigo street, maclean, 2756)"
691,3,"shelbey matthews (learmonth drive, sanctuary point, 2289) | shelbey matthews (learmonth drive, sanctuary point, 2289) | shejbey matthews (learmonth drive, sanctuary point, 2289)"
692,3,"lucsa ryan (walker crescent, belrose, 5024) | lucas ryan (walker crescent, belrsoe, 5024) | lucas ryan (walker crescent, belrose, 5024)"
693,1,"tyler morrison (captain cook crescent, rowville, 6056)"
694,1,"jassim pasaricek (carron street, yunta, 2210)"
695,3,"nan kiss (pialligo avenue, nan, 2530) | caleb kiss (pialligo avenue, dandenon g north, 2530) | nan kiss (pialligo avenue, dandenong north, 2530)"
696,1,"webb xani (len water ss ctreet, boweral, 2615)"
697,2,"jenna rodaro (livingston avenue, mooroolbark, 3977) | daniel rodaro (livingston avenue, mooroolbark, 3977)"
698,1,"aidan blackcwell (crosshills, white patch, 2121)"
699,2,"campbell matthews (derrington crescent, centennial park, 2073) | jarvis matthews (derrington crescent, centennial park, 2073)"
700,1,"chloe lovelock (healy street, springvale south, 2528)"
701,1,"luke snelling (postle circuit, penrith, 2283)"
702,1,"joel bishop (mcluckie crescent, branxton, 2340)"
703,1,"maddisvn braithwaite (rosman circuit, nhill, 7237)"
704,2,"ella cannell (mainwaring rich circuit, asquith, 4075) | cannell elal (mainwaring rich circuit, asquith, 4075)"
705,1,"kelsy ketelaars (eldershaw place, burrum heads, 7249)"
706,1,"marcus rei (geil s court, narembjrn, 6020)"
707,2,"liam laing (theodore street, padstow, 6004) | liam laing (theodore street, padstow, 6004)"
708,2,"sonja kleve (dallachy place, keon park, 4362) | sonja kleve (dallach y place, keon park, 4362)"
709,4,"george blam (mcdonald street, mount eliza, 6567) | george blam (mcdonald sotreet, mount eliza, 6567) | george blma (mcdonald street, mount eliza, 6567) | george blavd (mcdonald street, mount wliza, 6567)"
710,4,"joel ejlak (eppalock street, taigum, 2644) | joel ejlak (eppalock street, taigum, 2644) | joel ejlak (nan, taigum, 2644) | joel ejlak (eppalock street, taigum, 2644)"
711,1,"natalia george (glenview, morweul, 6056)"
712,1,"isabella nguyen (wilshire street, rose bay, 6207)"
713,2,"danik a alhabsji (ewing street, toowoomba, 2161) | danika alhabsji (ewing street, toowoomba, 2161)"
714,3,"connor rawlings (corin pace, kuraby, 4216) | connor rawlings (nan, kuraby, 4216) | connor rawlings (corin lpace, kuraby, 4216)"
715,1,"bailey dogg (atherton street, orange, 6014)"
716,5,"elton waller (blacket street, st kilda east, 3221) | liam waller (blacket street, st kilda east, 3221) | phoebe waller (blacket street, st kilda east, 3221) | liam waller (blacket street, st kilda east, 3221) | liam waller (blacket street, st kilda east, 3221)"
717,1,"joshua leppard (murranji street, erindale, 6057)"
718,4,"bradley bishop (newman morris circuit, wickepih, 2711) | bradley bishop (newman morris circuit, wickepin, 2711) | bradley bishop (newman morris circuit, wickepin, 2711) | bradley bishop (newman morris circuit, wickepn, 2711)"
719,1,"timothy ebert (devonport street, somerset, 6105)"
720,2,"kyle bizjak (ferrier place, boyanup, 3074) | kyle bizjak (ferrier p lace, boyanup, 3074)"
721,2,"mackenzie nicolle (snowden place, greenhill, 2152) | mackenzie buzow (snowden place, greenhill, 2152)"
722,1,"izaac quill (lexcen avenue, redbank plains, 2731)"
723,2,"tahlia vacchiani (newland street, blackbutt, 2304) | tahlia vacchiani (newland street, blackbutt, 2304)"
724,3,"grossman tara (denovan circuit, eastern heights, 2560) | tara grossman (denovan circuit, eastern heights, 2560) | tara grossman (denovan cricuit, eastern heights, 2560)"
725,1,"olivia felmingham (anglissp lace, annandale, 2604)"
726,4,"joshua villeiqrs (goyder street, adelaide, 2484) | jsohua villiers (goyder street, adelaide, 2484) | joshua villiers (goyder st reet, adelaide, 2484) | joshua villiers (goyder street, adelaide, 2484)"
727,1,"joshuaz parr (nan, bungwahl, 2777)"
728,1,"benjamin akkermans (macedon crescent, regentville, 4507)"
729,1,"seamus nguyen (nan, yarraville, 2107)"
730,5,"zachary clarke (port jackson circuit, minchinbury, 4470) | zachary clarke (port jacksonc ircuit, minchinbury, 4470) | zachary clarke (port jackson circuit, minchonbury, 4470) | zachary clarke (port jackson circuit, minchinbury, 4470) | nan clarke (port jackson circuit, minchinbury, 4470)"
731,5,"david huddy (mina wylie crescent, thornbury, 3281) | davi d huddy (mina wylie crescent, thornbury, 3281) | david hudy (mina wyli e crescent, thornbury, 3281) | david huddy (mina wylie crescent, torquay, 3211) | david ried (mina wylie crescent, thornbury, 3281)"
732,2,"tyler statton (paul coe crescent, kingston, 3179) | tyler statton (paul coe crescent, kingstoh, 3179)"
733,1,"benjamin brock (rossarden street, mosman, 3953)"
734,1,"kirra berry (davenport street, rylstone, 4703)"
735,1,"jade zimmermann (nepean place, scarborough, 4573)"
736,1,"lachlan mcgregor (nan, eastwood, 2615)"
737,4,"carlin dabinet (holden ipace, southern river, 2730) | carlin dabinet (holden place, southern river, 2730) | carlin dabient (holdenplace, southern river, 2730) | carlin dabihet (holden place, southern river, 2730)"
738,3,"chloy mcphie (robertson street, swanwick, 4262) | chloe mcphie (robertson street, swanwick, 4226) | chloe mcphie (robertson street, swanwick, 4226)"
739,1,"oscar ferris (shore place, hamilton, 3128)"
740,1,"stella chandker (ebden street, harbord, 6304)"
741,4,"flynn weller (woollum street, surreyh ills, 2870) | flynn weller (woollum street, surrey hills, 2870) | flynn welqer (woollum street, surrey hills, 2804) | flynn weller (woollumt street, surrey h lils, 2840)"
742,3,"melanie bourras (inwood place, hoppers crossing, 2203) | melanie bouras (inwood place, hoppers crossing, 2203) | nan bouras (inwood place, hoppers crossing, 2203)"
743,1,"noah campbell (pryor place, montagu bay, 4059)"
744,1,"benjamin weller (swanton street, nan, 7305)"
745,2,"de vmga kayne (canna n crescent, rivett, 4020) | kayne de voga (cannan crescent, rivett, 4020)"
746,1,"joshua beadle (williamson street, orange, 3193)"
747,1,"jemma vincent (bangalay crescent, wentworth falls, 2572)"
748,1,"kaela webb (mehaffey crescent, surry hills, 3194)"
749,2,"anton miles (de little c ircuit, cooroy, 4202) | anton miles (de little circuit, cooroy, 4220)"
750,1,"caleb challenor (wellingtfn street, cronulla, 5109)"
751,1,"ethan callahan (meyrickplace, tarragindi, 3961)"
752,1,"imogen doody (byrnes place, kilsyth, 2176)"
753,4,"jack artis (macfarland crescent, springfield, 4019) | geo rge artis (macfarland crescent, springfield, 4019) | george artis (macfarland crescent, springfield, 4019) | george artis (macfarland crescent, springfield, 4019)"
754,1,"liam grubb (rowell place, kotara south, 3002)"
755,1,"madisoen welller (coplanddrive, birmingha m gardens, 4350)"
756,1,"riley george (alice jackson crescent, athelstone, 3912)"
757,4,"tristan ca rp (marchant circuit, campbelltown, 2193) | carp tristan (marchant circuit, campbelltown, 2913) | tristan carp (marchant gcircuit, campbelltown, 2913) | tristan carp (marchant circuit, campbelltown, 2913)"
758,2,"coleman jack (andersom street, north sydney, 2486) | jarvis coleman (anderson street, north sydney, 2486)"
759,2,"indyana stagoll (stockdale street, morwell, 4101) | indynaa stagoll (stockdale street, morwell, 4102)"
760,1,"noah gamlin (canning street, mosman, 7202)"
761,1,"isabella whitei (monaro highway, beaumaris, 2619)"
762,6,"drechsler samantha (mara place, rochedale south, 5495) | samatnha drechsler (mara place, rochedale south, 5459) | samantha noble (mara place, rochedale south, 5495) | samantha drechsler (mara place, rochedale south, 4595) | samantha drechsler (mara place, rochedale south, 5495) | samantha drechsler (mara place, rochedale south, 5495)"
763,3,"riddell kirra (rene wtreet, burpengary, 2747) | kirra riddell (rene street, burpengary, 2747) | kirra riddell (rene street, burpengary, 2774)"
764,2,"hugh rusack (biddell place, carlingford, 4744) | hugh fenwick (biddell place, carlingford, 4744)"
765,3,"sophie butlock (boolee street, port fairy, 6076) | sophie bullock (boolee street, port fairy, 6076) | sophie bullock (boolee street, port fairy, 6076)"
766,2,"domenique paterson (merewether pu blic school, greensborough, 3138) | domenique paterson (nan, greensborough, 3138)"
767,2,"alicia webb (fisken crescent, hurlstone park, 2144) | am webb (fisken crescent, hurlstone park, 2144)"
768,1,"madeline belling (jackie howe crescent, picnic point, 4053)"
769,1,"samuel ryan (hilder street, davistown, 2300)"
770,4,"mikaela white (anzac park, blair athol, 4557) | mikaela white (anzac park, blair athol, 4575) | mikaela white (anzacpark, blair athol, 4557) | mikaela white (anzac park, blair athol, 4557)"
771,3,"cooper coxon (downard sstreet, laaneocorie, 3128) | cooper coxon (downards treet, laanecoorie, 3172) | cooper coxno (downard street, laanecoorie, 3182)"
772,3,"riley lodge (chuculba c rescent, lower tempelstowe, 2199) | riley lodge (chuculba crescent, lower templestowe, 2199) | lodge riley (chuculba rcescent, lower templestowe, 2199)"
773,1,"sophie mason (untz1, craigomre, 2622)"
774,1,"henry bloomfield (bendigo retirement village, rosebud, 4563)"
775,3,"aloysius jolly (morehead street, scarborough, 4078) | aloysius chandler (morehead street, scarborough, 4078) | aloysius jolly (morehead street, scarborough, 4078)"
776,6,"indiana goonan (sparkes close, carnegie, 3135) | indiana goonan (sparkes close, carndgie, 3135) | indiana goonan (sparkes kclose, carnegie, 3135) | indiana goonan (sparkes close, carnegie, 3135) | indiana gooann (sparkes close, carnegie, 3133) | chlou goonan (sparkes close, carnegie, 3135)"
777,1,"tyler george (murrung crescent, beaconsfield upper, 5606)"
778,1,"jackson eglinron (mountview, burlei gh heads, 2803)"
779,1,"connor beckwith (heard street, mill park, 5031)"
780,1,"eboni pantazooulos (allottj place, aldgate, 2235)"
781,2,"james orchard (carnall close, ballina, 3095) | james orchard (carnallgclose, ballina, 3095)"
782,1,"bethany glennon (davice place, robinson, 2502)"
783,1,"ethan stubbs (prichard circuit, sefton, 4207)"
784,5,"christopher vilums (rene street, crows nest, 4754) | christopher vilums (renestreet, crowsm nest, 4754) | christopher vilums (rene street, crows nest, 4754) | christopher clarke (rene street, crows nest, 4754) | christopher vilums (rene street, crows nest, 7454)"
785,1,"rile meadows (chuculbaic rescent, lower templestowe, 2199)"
786,4,"william shepherd (horsley crescent, clayton, 2203) | william shepherd (horsley qcrescent, clayton, 2203) | wil liam shepherd (horsley crescent, clayton, 2203) | william shepherd (horsley crescent, clayton, 2203)"
787,1,"sophie samios (pridham street, cronulla, 2580)"
788,5,"westbrook jake (booroondara street, salisbury east, 2704) | jake wesbtrook (booroondara street, salisbury east, 2074) | jake westbrook (booroondara street, salisbury east, 2074) | jake westbrook (booroondara street, salisbruy east, 2074) | jake westbrook (booroondar a street, salisbury east, 2074)"
789,2,"ella eyles (cinema centrd bldg, yeronag, 3730) | ella eyles (cinema centre bldg, yeronga, 3730)"
790,1,"joel ejlak (brentwot d vlge, taigum, 2644)"
791,3,"madisn matthews (sugarloaf circuit, burpengary, 2090) | madison matthews (sugarloaf circuit, burpengary, 2090) | madisono mattyews (sugarloaf circuit, burpengary, 2090)"
792,3,"dillon meaers (murphy street, salisbury east, 7305) | dillon stubvs (murphy street, salisbury east, 7305) | dillon stubbs (murphy street, salisbury east, 7305)"
793,2,"brooklyn naar-cafentas (duffy street, berwick, 2481) | brooklyn naar-cafentas (duffy street, berwick, 2481)"
794,1,"tanar nguyen (jerrabomberraavenue, broome, 4022)"
795,3,"marley hentze (tardent street, seabton, 2758) | marley hentze (tardent street, seaton, 2759) | marley hentze (tardent street, seaton, 2759)"
796,1,"victoria soden (ainslie avenue, karridale, 3130)"
797,4,"breeanne dibben (collicott circuit, loganholme, 2317) | breeanne dibben (collicot t circuit, loganholme, 2317) | breeanne dibben (collicott circuit, loganholme, 2317) | dibben breeanne (collicott circuit, loganohlme, 2317)"
798,2,"bianca dixon (bingley crescent, woodbridge, 6021) | nan dixon (bingley crescent, woodbridge, 6201)"
799,2,"jacob nan (solomon crescent, harbord, 2602) | jacob dichiera (solomon crescent, harbord, 2602)"
800,1,"mason campbell (waratah st reet, bull creek, 3401)"
801,3,"sophie hobson (wilkins street, padstow, 3429) | sophie nan (wilkins street, papdstow, 3429) | sophie hobson (wilkins street, padstow, 3429)"
802,4,"sachin garcia (tanderra crescent, geraldton, 2705) | sachin garcia (tanderra crescent, geraldton, 2705) | sachin garcia (tanderra crescent, geraldton, 2705) | sachin garcia (tanderra crescent, geraldton, 2705)"
803,2,"mitchell corbin (magenta square, goornong, 6051) | mitchell corbin (magenta square, goornong, 6501)"
804,3,"aimee fitzpatrick (rubbo crescent, annandale, 3150) | aimee fitzpatrick (rubbo crescent, annakdale, 3105) | aineew fitzptarick (rubbo crescent, annandale, 3150)"
805,1,"taylah manson (withers place, bunbury, 2125)"
806,2,"adele bullock (shepherdson place, camira, 2170) | adele bullock (shepherdson place, rose bay, 2170)"
807,2,"ryan emiily (barlow street, condon, 4030) | emiily ryan (barlow street, condon, 4030)"
808,1,"chloe davdi (glenbrae, murdoch, 3143)"
809,1,"carmne brakhn (madigan street, ekibwin, 3196)"
810,1,"beau mcdermid (london circuit, clareville, 3677)"
811,1,"nan moody (mceachern crescent, cooma, 2299)"
812,1,"david knapman (blamey crescent, mount pleasant, 4103)"
813,1,"callum doody (emery s treet, orange, 7021)"
814,2,"cooper boyle (degraves crescent, adaminaby, 2232) | coopcer boyle (degraves crescent, adaminaby, 2232)"
815,3,"lukar rees (solly place, strathbogie, 2327) | luka rees (solly place, strathbogie, 2327) | leah reecs (solly place, strathbogie, 2327)"
816,4,"sophie reid (hawkins close, toowong, 2268) | sophie reid (hawkins close, toowong, 2267) | sophie reid (hawkins close, toowong, 2276) | sophie red (hawkins close, toowong, 2267)"
817,5,"teneille lamprey (forrest place, bayswater north, 4160) | teneille lamprey (nan, bayswater north, 4160) | teneille lamprey (forrest place, bayswater north, 4160) | teneille lamprey (forrest place, baysware north, 4160) | teneille lamprey (forrest place, bayswater north, 4160)"
818,4,"nan kidsoey (disney court, labrador, 2281) | nan kidsley (disney court, labrador, 2281) | nan kidsley (disney court, labrador, 2281) | nan kidsley (disney court, labrador, 2281)"
819,2,"emiily redmond (woodhouse place, firle, 2483) | emiily redmond (woodhouse place, firle, 3717)"
820,2,"james quinzi (fawkner street, yass, 3142) | james quimnzi (fawkner street, yasls, 3142)"
821,4,"breony dixvon (downard street, kellyville, 4224) | breon y dixon (downard street, kellyville, 4224) | dixon breony (downard smtreet, kellyville, 4224) | breony dixon (downard street, kellyville, 4224)"
